Commune;Code Postal;Code INSEE
Dromesnil;80640;80259
Drucat;80132;80260
Dury;80480;80261
Eaucourt-Sur-Somme;80580;80262
L'Echelle-Saint-Aurin;80700;80263
Eclusier-Vaux;80340;80264
Embreville;80570;80265
Englebelmer;80300;80266
Ennemain;80200;80267
Epagne-Epagnette;80580;80268
Epaumesnil;80140;80269
Epecamps;80370;80270
Epehy;80740;80271
Epenancourt;80190;80272
Eplessier;80290;80273
Eppeville;80400;80274
Equancourt;80360;80275
Equennes-Eramecourt;80290;80276
Erches;80500;80278
Ercheu;80400;80279
Ercourt;80210;80280
Ergnies;80690;80281
Erondelle;80580;80282
Esclainvillers;80250;80283
Esmery-Hallon;80400;80284
Essertaux;80160;80285
Estreboeuf;80230;80287
Estrees-Deniecourt;80200;80288
Estrees-Les-Crecy;80150;80290
Estrees-Sur-Noye;80250;80291
Etalon;80190;80292
Etelfay;80500;80293
Eterpigny;80200;80294
Etinehem;80340;80295
L'Etoile;80830;80296
Etrejust;80140;80297
Etricourt-Manancourt;80360;80298
La Faloise;80250;80299
Falvy;80190;80300
Famechon;80290;80301
Faverolles;80500;80302
Favieres;80120;80303
Fay;80200;80304
Ferrieres;80470;80305
Fescamps;80500;80306
Feuilleres;80200;80307
Feuquieres-En-Vimeu;80210;80308
Fienvillers;80750;80310
Fignieres;80500;80311
Fins;80360;80312
Flaucourt;80200;80313
Flers;80360;80314
Flers-Sur-Noye;80160;80315
Flesselles;80260;80316
Fleury;80160;80317
Flixecourt;80420;80318
Fluy;80540;80319
Folies;80170;80320
Folleville;80250;80321
Fonches-Fonchette;80700;80322
Fontaine-Le-Sec;80140;80324
Fontaine-Les-Cappy;80340;80325
Fontaine-Sous-Montdidier;80500;80326
Fontaine-Sur-Maye;80150;80327
Fontaine-Sur-Somme;80510;80328
Forceville;80560;80329
Forceville-En-Vimeu;80140;80330
Forest-L'Abbaye;80150;80331
Forest-Montiers;80120;80332
Fort-Mahon-Plage;80120;80333
Fossemanant;80160;80334
Foucaucourt-En-Santerre;80340;80335
Foucaucourt-Hors-Nesle;80140;80336
Fouencamps;80440;80337
Fouilloy;80800;80338
Fouquescourt;80170;80339
Fourcigny;80290;80340
Fourdrinoy;80310;80341
Framerville-Rainecourt;80131;80342
Framicourt;80140;80343
Francieres;80690;80344
Franleu;80210;80345
Franqueville;80620;80346
Fransart;80700;80347
Fransu;80620;80348
Fransures;80160;80349
Franvillers;80800;80350
Frechencourt;80260;80351
Fremontiers;80160;80352
Fresnes-Mazancourt;80320;80353
Fresnes-Tilloloy;80140;80354
Fresneville;80140;80355
Fresnoy-Andainville;80140;80356
Fresnoy-Au-Val;80290;80357
Fresnoy-En-Chaussee;80110;80358
Fresnoy-Les-Roye;80700;80359
Fressenneville;80390;80360
Frettecuisse;80140;80361
Frettemeule;80220;80362
Friaucourt;80460;80364
Fricamps;80290;80365
Fricourt;80300;80366
Frise;80340;80367
Friville-Escarbotin;80130;80368
Frohen-Sur-Authie;80370;80369
Froyelles;80150;80371
Frucourt;80490;80372
Gamaches;80220;80373
Gapennes;80150;80374
Gauville;80290;80375
Gentelles;80800;80376
Gezaincourt;80600;80377
Ginchy;80360;80378
Glisy;80440;80379
Gorenflos;80690;80380
Gorges;80370;80381
Goyencourt;80700;80383
Grandcourt;80300;80384
Grand-Laviers;80132;80385
Gratibus;80500;80386
Grattepanche;80680;80387
Grebault-Mesnil;80140;80388
Grecourt;80400;80389
Grivesnes;80250;80390
Grivillers;80700;80391
Grouches-Luchuel;80600;80392
Gruny;80700;80393
Guerbigny;80500;80395
Gueschart;80150;80396
Gueudecourt;80360;80397
Guignemicourt;80540;80399
Guillaucourt;80170;80400
Guillemont;80360;80401
Guizancourt;80290;80402
Guyencourt-Sur-Noye;80250;80403
Guyencourt-Saulcourt;80240;80404
Hailles;80440;80405
Hallencourt;80490;80406
Hallivillers;80250;80407
Halloy-Les-Pernois;80670;80408
Hallu;80320;80409
Ham;80400;80410
Le Hamel;80800;80411
Hamelet;80800;80412
Hancourt;80240;80413
Hangard;80110;80414
Hangest-En-Santerre;80134;80415
Hangest-Sur-Somme;80310;80416
Harbonnieres;80131;80417
Hardecourt-Aux-Bois;80360;80418
Hargicourt;80500;80419
Harponville;80560;80420
Hattencourt;80700;80421
Hautvillers-Ouville;80132;80422
Havernas;80670;80423
Hebecourt;80680;80424
Hedauville;80560;80425
Heilly;80800;80426
Hem-Hardinval;80600;80427
Hem-Monacu;80360;80428
Henencourt;80300;80429
Herbecourt;80200;80430
Herissart;80260;80431
Herleville;80340;80432
Herly;80190;80433
Hervilly;80240;80434
Hesbecourt;80240;80435
Hescamps;80290;80436
Heucourt-Croquoison;80270;80437
Heudicourt;80122;80438
Heuzecourt;80370;80439
Hiermont;80370;80440
Hombleux;80400;80442
Hornoy-Le-Bourg;80640;80443
Huchenneville;80132;80444
Humbercourt;80600;80445
Huppy;80140;80446
Hyencourt-Le-Grand;80320;80447
Ignaucourt;80800;80449
Inval-Boiron;80430;80450
Irles;80300;80451
Jumel;80250;80452
Laboissiere-En-Santerre;80500;80453
Lachapelle;80290;80455
Lafresguimont-Saint-Martin;80430;80456
Lahoussoye;80800;80458
Laleu;80270;80459
Lamaronde;80290;80460
Lamotte-Brebiere;80450;80461
Lamotte-Buleux;80150;80462
Lamotte-Warfusee;80800;80463
Lancheres;80230;80464
Languevoisin-Quiquery;80190;80465
Lanches-Saint-Hilaire;80620;80466
Laucourt;80700;80467
Lavieville;80300;80468
Lawarde-Mauger-L'Hortoy;80250;80469
Lealvillers;80560;80470
Lesboeufs;80360;80472
Liancourt-Fosse;80700;80473
Licourt;80320;80474
Lieramont;80240;80475
Liercourt;80580;80476
Ligescourt;80150;80477
Lignieres;80500;80478
Lignieres-Chatelain;80290;80479
Lignieres-En-Vimeu;80140;80480
Lihons;80320;80481
Limeux;80490;80482
Liomer;80430;80484
Loeuilly;80160;80485
Long;80510;80486
Longavesnes;80240;80487
Longpre-Les-Corps-Saints;80510;80488
Longueau;80330;80489
Longueval;80360;80490
Longuevillette;80600;80491
Louvencourt;80560;80493
Louvrechy;80250;80494
Lucheux;80600;80495
Machiel;80150;80496
Machy;80150;80497
Mailly-Maillet;80560;80498
Mailly-Raineval;80110;80499
Maisnieres;80220;80500
Maison-Ponthieu;80150;80501
Maison-Roland;80135;80502
Maizicourt;80370;80503
Malpart;80250;80504
Mametz;80300;80505
Marcelcave;80800;80507
Marche-Allouarde;80700;80508
Marchelepot;80200;80509
Marestmontiers;80500;80511
Mareuil-Caubert;80132;80512
Maricourt;80360;80513
Marieux;80560;80514
Marlers;80290;80515
Marquaix;80240;80516
Marquivillers;80700;80517
Martainneville;80140;80518
Matigny;80400;80519
Maucourt;80170;80520
Maurepas;80360;80521
Le Mazis;80430;80522
Meaulte;80300;80523
Meharicourt;80170;80524
Meigneux;80290;80525
Le Meillard;80370;80526
Meneslies;80520;80527
Mereaucourt;80290;80528
Merelessart;80490;80529
Mericourt-L'Abbe;80800;80530
Mericourt-En-Vimeu;80640;80531
Mericourt-Sur-Somme;80340;80532
Mers-Les-Bains;80350;80533
Le Mesge;80310;80535
Mesnil-Bruntel;80200;80536
Mesnil-Domqueur;80620;80537
Mesnil-En-Arrouaise;80360;80538
Mesnil-Martinsart;80300;80540
Mesnil-Saint-Georges;80500;80541
Mesnil-Saint-Nicaise;80190;80542
Metigny;80270;80543
Mezerolles;80600;80544
Mezieres-En-Santerre;80110;80545
Miannay;80132;80546
Millencourt;80300;80547
Millencourt-En-Ponthieu;80135;80548
Miraumont;80300;80549
Mirvaux;80260;80550
Misery;80320;80551
Moislains;80200;80552
Molliens-Au-Bois;80260;80553
Molliens-Dreuil;80540;80554
Monchy-Lagache;80200;80555
Mons-Boubert;80210;80556
Estrees-Mons;80200;80557
Monsures;80160;80558
Montagne-Fayel;80540;80559
Montauban-De-Picardie;80300;80560
Montdidier;80500;80561
Montigny-Sur-L'Hallue;80260;80562
Montigny-Les-Jongleurs;80370;80563
Montonvillers;80260;80565
Fieffes-Montrelet;80670;80566
Morchain;80190;80568
Morcourt;80340;80569
Moreuil;80110;80570
Morisel;80110;80571
Morlancourt;80300;80572
Morvillers-Saint-Saturnin;80290;80573
Mouflers;80690;80574
Mouflieres;80140;80575
Moyencourt;80400;80576
Moyencourt-Les-Poix;80290;80577
Moyenneville;80870;80578
Muille-Villette;80400;80579
Nampont;80120;80580
Namps-Maisnil;80290;80582
Nampty;80160;80583
Naours;80260;80584
Nesle;80190;80585
Nesle-L'Hopital;80140;80586
Neslette;80140;80587
Neufmoulin;80132;80588
Neuilly-Le-Dien;80150;80589
Neuilly-L'Hopital;80132;80590
Neuville-Au-Bois;80140;80591
Neuville-Coppegueule;80430;80592
La Neuville-Les-Bray;80340;80593
Neuville-Les-Loeuilly;80160;80594
La Neuville-Sire-Bernard;80110;80595
Neuvillette;80600;80596
Nibas;80390;80597
Nouvion;80860;80598
Noyelles-En-Chaussee;80150;80599
Noyelles-Sur-Mer;80860;80600
Nurlu;80240;80601
Occoches;80600;80602
Ochancourt;80210;80603
Offignies;80290;80604
Offoy;80400;80605
Oisemont;80140;80606
Oissy;80540;80607
Omiecourt;80320;80608
Oneux;80135;80609
Oresmaux;80160;80611
Oust-Marest;80460;80613
Outrebois;80600;80614
Ovillers-La-Boisselle;80300;80615
Pargny;80190;80616
Parvillers-Le-Quesnoy;80700;80617
Pende;80230;80618
Pernois;80670;80619
Peronne;80200;80620
Pertain;80320;80621
Picquigny;80310;80622
Piennes-Onvillers;80500;80623
Pierregot;80260;80624
Pierrepont-Sur-Avre;80500;80625
Pissy;80540;80626
Plachy-Buyon;80160;80627
Le Plessier-Rozainvillers;80110;80628
Poeuilly;80240;80629
Poix-De-Picardie;80290;80630
Ponches-Estruval;80150;80631
Pont-De-Metz;80480;80632
Ponthoile;80860;80633
Pont-Noyelles;80115;80634
Pont-Remy;80580;80635
Port-Le-Grand;80132;80637
Potte;80190;80638
Poulainville;80260;80639
Pozieres;80300;80640
Prouville;80370;80642
Prouzel;80160;80643
Proyart;80340;80644
Puchevillers;80560;80645
Punchy;80320;80646
Puzeaux;80320;80647
Pys;80300;80648
Quend;80120;80649
Querrieu;80115;80650
Le Quesne;80430;80651
Le Quesnel;80118;80652
Quesnoy-Le-Montant;80132;80654
Quesnoy-Sur-Airaines;80270;80655
Quevauvillers;80710;80656
Quiry-Le-Sec;80250;80657
Quivieres;80400;80658
Raincheval;80600;80659
Rainneville;80260;80661
Ramburelles;80140;80662
Rambures;80140;80663
Rancourt;80360;80664
Regniere-Ecluse;80120;80665
Remaisnil;80600;80666
Remaugies;80500;80667
Remiencourt;80250;80668
Rethonvillers;80700;80669
Revelles;80540;80670
Ribeaucourt;80620;80671
Ribemont-Sur-Ancre;80800;80672
Riencourt;80310;80673
Rivery;80136;80674
Rogy;80160;80675
Roiglise;80700;80676
Roisel;80240;80677
Rollot;80500;80678
Ronssoy;80740;80679
Rosieres-En-Santerre;80170;80680
Rouvrel;80250;80681
Rouvroy-En-Santerre;80170;80682
Rouy-Le-Grand;80190;80683
Rouy-Le-Petit;80190;80684
Roye;80700;80685
Rubempre;80260;80686
Rubescourt;80500;80687
Rue;80120;80688
Rumigny;80680;80690
Saigneville;80230;80691
Sailly-Flibeaucourt;80970;80692
Sailly-Laurette;80800;80693
Sailly-Le-Sec;80800;80694
Sailly-Saillisel;80360;80695
Sains-En-Amienois;80680;80696
Saint-Acheul;80370;80697
Saint-Aubin-Montenoy;80540;80698
Saint-Aubin-Riviere;80430;80699
Saint-Blimont;80960;80700
Saint-Christ-Briost;80200;80701
Saint-Fuscien;80680;80702
Saint-Germain-Sur-Bresle;80430;80703
Saint-Gratien;80260;80704
Saint-Leger-Les-Authie;80560;80705
Saint-Leger-Les-Domart;80780;80706
Saint-Leger-Sur-Bresle;80140;80707
Saint-Mard;80700;80708
Saint-Maulvis;80140;80709
Saint-Maxent;80140;80710
Saint-Ouen;80610;80711
Saint-Quentin-En-Tourmont;80120;80713
Saint-Quentin-La-Motte-Croix-Au-Bailly;80880;80714
Saint-Riquier;80135;80716
Saint-Sauflieu;80160;80717
Saint-Sauveur;80470;80718
Sainte-Segree;80290;80719
Saint-Valery-Sur-Somme;80230;80721
Saint-Vaast-En-Chaussee;80310;80722
Saisseval;80540;80723
Saleux;80480;80724
Salouel;80480;80725
Sancourt;80400;80726
Saulchoy-Sous-Poix;80290;80728
Sauvillers-Mongival;80110;80729
Saveuse;80470;80730
Senarpont;80140;80732
Senlis-Le-Sec;80300;80733
Sentelie;80160;80734
Seux;80540;80735
Sorel-En-Vimeu;80490;80736
Sorel;80240;80737
Soues;80310;80738
Sourdon;80250;80740
Soyecourt;80200;80741
Surcamps;80620;80742
Suzanne;80340;80743
Tailly;80270;80744
Talmas;80260;80746
Templeux-La-Fosse;80240;80747
Templeux-Le-Guerard;80240;80748
Terramesnil;80600;80749
Tertry;80200;80750
Thennes;80110;80751
Thezy-Glimont;80440;80752
Thiepval;80300;80753
Thieulloy-L'Abbaye;80640;80754
Thieulloy-La-Ville;80290;80755
Thievres;62760;80756
Thoix;80160;80757
Thory;80250;80758
Tilloloy;80700;80759
Tilloy-Floriville;80220;80760
Tilloy-Les-Conty;80160;80761
Tincourt-Boucly;80240;80762
Le Titre;80132;80763
Toeufles;80870;80764
Tours-En-Vimeu;80210;80765
Toutencourt;80560;80766
Le Translay;80140;80767
Treux;80300;80769
Tully;80130;80770
Ugny-L'Equipee;80400;80771
Vadencourt;80560;80773
Vaire-Sous-Corbie;80800;80774
Valines;80210;80775
Varennes;80560;80776
Vauchelles-Les-Authie;80560;80777
Vauchelles-Les-Domart;80620;80778
Vauchelles-Les-Quesnoy;80132;80779
Vaudricourt;80230;80780
Vauvillers;80131;80781
Vaux-En-Amienois;80260;80782
Vaux-Marquenneville;80140;80783
Vaux-Sur-Somme;80800;80784
Vecquemont;80800;80785
Velennes;80160;80786
Vercourt;80120;80787
Vergies;80270;80788
Vermandovillers;80320;80789
Verpillieres;80700;80790
Vers-Sur-Selles;80480;80791
La Vicogne;80260;80792
Vignacourt;80650;80793
Villecourt;80190;80794
Ville-Le-Marclet;80420;80795
Villeroy;80140;80796
Villers-Aux-Erables;80110;80797
Villers-Bocage;80260;80798
Villers-Bretonneux;80800;80799
Villers-Campsart;80140;80800
Villers-Carbonnel;80200;80801
Villers-Faucon;80240;80802
Villers-Les-Roye;80700;80803
Villers-Sous-Ailly;80690;80804
Villers-Tournelle;80500;80805
Villers-Sur-Authie;80120;80806
Ville-Sur-Ancre;80300;80807
Vironchaux;80150;80808
Vismes;80140;80809
Vitz-Sur-Authie;80150;80810
Voyennes;80400;80811
Vraignes-En-Vermandois;80240;80812
Vraignes-Les-Hornoy;80640;80813
Vrely;80170;80814
Vron;80120;80815
Wargnies;80670;80819
Warloy-Baillon;80300;80820
Warlus;80270;80821
Warsy;80500;80822
Warvillers;80170;80823
Wiencourt-L'Equipee;80170;80824
Wiry-Au-Mont;80270;80825
Woignarue;80460;80826
Woincourt;80520;80827
Woirel;80140;80828
Y;80190;80829
Yaucourt-Bussus;80135;80830
Yvrench;80150;80832
Yvrencheux;80150;80833
Yzengremer;80520;80834
Yzeux;80310;80835
Yonval;80132;80836
Aguts;81470;81001
Aiguefonde;81200;81002
Alban;81250;81003
Albi;81000;81004
Albine;81240;81005
Algans;81470;81006
Alos;81140;81007
Almayrac;81190;81008
Amarens;81170;81009
Ambialet;81430;81010
Ambres;81500;81011
Andillac;81140;81012
Andouque;81350;81013
Angles;81260;81014
Appelle;81700;81015
Arfons;81110;81016
Arifat;81360;81017
Arthes;81160;81018
Assac;81340;81019
Aussac;81600;81020
Aussillon;81200;81021
Bannieres;81500;81022
Barre;81320;81023
Beauvais-Sur-Tescou;81630;81024
Belcastel;81500;81025
Bellegarde;81430;81026
Belleserre;81540;81027
Berlats;81260;81028
Bernac;81150;81029
Bertre;81700;81030
Le Bez;81260;81031
Blan;81700;81032
Blaye-Les-Mines;81400;81033
Boissezon;81490;81034
Bournazel;81170;81035
Bout-Du-Pont-De-Larn;81660;81036
Brassac;81260;81037
Brens;81600;81038
Briatexte;81390;81039
Brousse;81440;81040
Broze;81600;81041
Burlats;81100;81042
Busque;81300;81043
Cabanes;81500;81044
Les Cabannes;81170;81045
Cadalen;81600;81046
Cadix;81340;81047
Cagnac-Les-Mines;81130;81048
Cahuzac;81540;81049
Cambon-Les-Lavaur;81470;81050
Cahuzac-Sur-Vere;81140;81051
Cambon;81990;81052
Cambounes;81260;81053
Cambounet-Sur-Le-Sor;81580;81054
Les Cammazes;81540;81055
Campagnac;81140;81056
Carbes;81570;81058
Carlus;81990;81059
Carmaux;81400;81060
Castanet;81150;81061
Castelnau-De-Brassac;81260;81062
Castelnau-De-Levis;81150;81063
Castelnau-De-Montmiral;81140;81064
Castres;81100;81065
Caucalieres;81200;81066
Cestayrols;81150;81067
Combefa;81640;81068
Cordes-Sur-Ciel;81170;81069
Coufouleux;81800;81070
Courris;81340;81071
Crespin;81350;81072
Crespinet;81350;81073
Cunac;81990;81074
Cuq;81570;81075
Cuq-Toulza;81470;81076
Curvalle;81250;81077
Damiatte;81220;81078
Denat;81120;81079
Donnazac;81170;81080
Dourgne;81110;81081
Le Dourn;81340;81082
Durfort;81540;81083
Escoussens;81290;81084
Escroux;81530;81085
Esperausses;81260;81086
Fayssac;81150;81087
Fauch;81120;81088
Faussergues;81340;81089
Fenols;81600;81090
Ferrieres;81260;81091
Fiac;81500;81092
Florentin;81150;81093
Fraissines;81340;81094
Frausseilles;81170;81095
Le Fraysse;81430;81096
Frejairolles;81990;81097
Frejeville;81570;81098
Gaillac;81600;81099
Garrevaques;81700;81100
Le Garric;81450;81101
Garrigues;81500;81102
Gijounet;81530;81103
Giroussens;81500;81104
Graulhet;81300;81105
Grazac;81800;81106
Itzac;81170;81108
Jonquieres;81440;81109
Jouqueviel;81190;81110
Labarthe-Bleys;81170;81111
Labastide-De-Levis;81150;81112
Labastide-Denat;81120;81113
Labastide-Gabausse;81400;81114
Labastide-Rouairoux;81270;81115
Labastide-Saint-Georges;81500;81116
Labessiere-Candeil;81300;81117
Laboulbene;81100;81118
Laboutarie;81120;81119
Labruguiere;81290;81120
Lacabarede;81240;81121
Lacapelle-Pinet;81340;81122
Lacapelle-Segalar;81170;81123
Lacaune;81230;81124
Lacaze;81330;81125
Lacougotte-Cadoul;81500;81126
Lacroisille;81470;81127
Lacrouzette;81210;81128
Lagardiolle;81110;81129
Lagarrigue;81090;81130
Lagrave;81150;81131
Guitalens-L'Albarede;81220;81132
Lamillarie;81120;81133
Lamontelarie;81260;81134
Laparrouquial;81640;81135
Larroque;81140;81136
Lasfaillades;81260;81137
Lasgraisses;81300;81138
Lautrec;81440;81139
Lavaur;81500;81140
Ledas-Et-Penthies;81340;81141
Lempaut;81700;81142
Lescout;81110;81143
Lescure-D'Albigeois;81380;81144
Lisle-Sur-Tarn;81310;81145
Livers-Cazelles;81170;81146
Lombers;81120;81147
Loubers;81170;81148
Loupiac;81800;81149
Lugan;81500;81150
Magrin;81220;81151
Mailhoc;81130;81152
Le Margnes;81260;81153
Marnaves;81170;81154
Marsal;81430;81155
Marssac-Sur-Tarn;81150;81156
Marzens;81500;81157
Le Masnau-Massuguies;81530;81158
Massac-Seran;81500;81159
Massaguel;81110;81160
Massals;81250;81161
Maurens-Scopont;81470;81162
Mazamet;81200;81163
Mezens;81800;81164
Milhars;81170;81165
Milhavet;81130;81166
Miolles;81250;81167
Mirandol-Bourgnounac;81190;81168
Missecle;81300;81169
Monesties;81640;81170
Montans;81600;81171
Montauriol;81190;81172
Montcabrier;81500;81173
Montdragon;81440;81174
Montdurausse;81630;81175
Montels;81140;81176
Montfa;81210;81177
Montgaillard;81630;81178
Montgey;81470;81179
Montirat;81190;81180
Montpinier;81440;81181
Montredon-Labessonnie;81360;81182
Mont-Roc;81120;81183
Montrosier;81170;81184
Montvalen;81630;81185
Moulares;81190;81186
Moulayres;81300;81187
Moulin-Mage;81320;81188
Mouzens;81470;81189
Mouzieys-Teulet;81430;81190
Mouzieys-Panens;81170;81191
Murat-Sur-Vebre;81320;81192
Nages;81320;81193
Naves;81710;81195
Noailhac;81490;81196
Noailles;81170;81197
Orban;81120;81198
Padies;81340;81199
Palleville;81700;81200
Pampelonne;81190;81201
Parisot;81310;81202
Paulinet;81250;81203
Payrin-Augmontel;81660;81204
Pechaudier;81470;81205
Penne;81140;81206
Peyregoux;81440;81207
Peyrole;81310;81208
Pont-De-Larn;81660;81209
Poudis;81700;81210
Poulan-Pouzols;81120;81211
Prades;81220;81212
Pratviel;81500;81213
Puechoursi;81470;81214
Puybegon;81390;81215
Puycalvel;81440;81216
Puycelsi;81140;81217
Puygouzon;81990;81218
Puylaurens;81700;81219
Rabastens;81800;81220
Rayssac;81330;81221
Realmont;81120;81222
Le Rialet;81240;81223
Le Riols;81170;81224
Rivieres;81600;81225
Ronel;81120;81226
Roquecourbe;81210;81227
Roquemaure;81800;81228
Roquevidal;81470;81229
Rosieres;81400;81230
Rouairoux;81240;81231
Rouffiac;81150;81232
Roumegoux;81120;81233
Roussayrolles;81140;81234
Saint-Affrique-Les-Montagnes;81290;81235
Saint-Agnan;81500;81236
Saint-Amancet;81110;81237
Saint-Amans-Soult;81240;81238
Saint-Amans-Valtoret;81240;81239
Saint-Andre;81250;81240
Saint-Antonin-De-Lacalm;81120;81241
Saint-Avit;81110;81242
Saint-Beauzile;81140;81243
Saint-Benoit-De-Carmaux;81400;81244
Saint-Christophe;81190;81245
Sainte-Cecile-Du-Cayrou;81140;81246
Saint-Cirgue;81340;81247
Saint-Gauzens;81390;81248
Sainte-Gemme;81190;81249
Saint-Genest-De-Contest;81440;81250
Saint-Germain-Des-Pres;81700;81251
Saint-Germier;81210;81252
Saint-Gregoire;81350;81253
Saint-Jean-De-Marcel;81350;81254
Saint-Jean-De-Rives;81500;81255
Saint-Jean-De-Vals;81210;81256
Saint-Juery;81160;81257
Saint-Julien-Du-Puy;81440;81258
Saint-Julien-Gaulene;81340;81259
Saint-Lieux-Lafenasse;81120;81260
Saint-Lieux-Les-Lavaur;81500;81261
Saint-Marcel-Campes;81170;81262
Saint-Martin-Laguepie;81170;81263
Saint-Michel-Labadie;81340;81264
Saint-Michel-De-Vax;81140;81265
Saint-Paul-Cap-De-Joux;81220;81266
Saint-Pierre-De-Trivisy;81330;81267
Saint-Salvi-De-Carcaves;81530;81268
Saint-Salvy-De-La-Balme;81490;81269
Saint-Sernin-Les-Lavaur;81700;81270
Saint-Sulpice;81370;81271
Saint-Urcisse;81630;81272
Saix;81710;81273
Salies;81990;81274
Salles;81640;81275
Salvagnac;81630;81276
Saussenac;81350;81277
Sauveterre;81240;81278
La Sauziere-Saint-Jean;81630;81279
Le Segur;81640;81280
Semalens;81570;81281
Senaux;81530;81282
Senouillac;81600;81283
Le Sequestre;81990;81284
Serenac;81350;81285
Servies;81220;81286
Sieurac;81120;81287
Soreze;81540;81288
Soual;81580;81289
Souel;81170;81290
Taix;81130;81291
Tanus;81190;81292
Tauriac;81630;81293
Tecou;81600;81294
Teillet;81120;81295
Terre-Clapier;81120;81296
Terssac;81150;81297
Teulat;81500;81298
Teyssode;81220;81299
Tonnac;81170;81300
Le Travet;81120;81301
Treban;81190;81302
Trebas;81340;81303
Trevien;81190;81304
Vabre;81330;81305
Valderies;81350;81306
Valdurenque;81090;81307
Valence-D'Albigeois;81340;81308
Vaour;81140;81309
Veilhes;81500;81310
Venes;81440;81311
Verdalle;81110;81312
Le Verdier;81140;81313
Viane;81530;81314
Vielmur-Sur-Agout;81570;81315
Vieux;81140;81316
Villefranche-D'Albigeois;81430;81317
Villeneuve-Les-Lavaur;81500;81318
Villeneuve-Sur-Vere;81130;81319
Vindrac-Alayrac;81170;81320
Le Vintrou;81240;81321
Virac;81640;81322
Viterbe;81220;81323
Viviers-Les-Lavaur;81500;81324
Viviers-Les-Montagnes;81290;81325
Sainte-Croix;81150;81326
Albefeuille-Lagarde;82290;82001
Albias;82350;82002
Angeville;82210;82003
Asques;82120;82004
Aucamville;82600;82005
Auterive;82500;82006
Auty;82220;82007
Auvillar;82340;82008
Balignac;82120;82009
Bardigues;82340;82010
Barry-D'Islemade;82290;82011
Les Barthes;82100;82012
Beaumont-De-Lomagne;82500;82013
Beaupuy;82600;82014
Belbese;82500;82015
Belveze;82150;82016
Bessens;82170;82017
Bioule;82800;82018
Boudou;82200;82019
Bouillac;82600;82020
Bouloc;82110;82021
Bourg-De-Visa;82190;82022
Bourret;82700;82023
Brassac;82190;82024
Bressols;82710;82025
Bruniquel;82800;82026
Campsas;82370;82027
Canals;82170;82028
Castanet;82160;82029
Castelferrus;82100;82030
Castelmayran;82210;82031
Castelsagrat;82400;82032
Castelsarrasin;82100;82033
Castera-Bouzet;82120;82034
Caumont;82210;82035
Le Cause;82500;82036
Caussade;82300;82037
Caylus;82160;82038
Cayrac;82440;82039
Cayriech;82240;82040
Cazals;82140;82041
Cazes-Mondenard;82110;82042
Comberouger;82600;82043
Corbarieu;82370;82044
Cordes-Tolosannes;82700;82045
Coutures;82210;82046
Cumont;82500;82047
Dieupentale;82170;82048
Donzac;82340;82049
Dunes;82340;82050
Durfort-Lacapelette;82390;82051
Escatalens;82700;82052
Escazeaux;82500;82053
Espalais;82400;82054
Esparsac;82500;82055
Espinas;82160;82056
Fabas;82170;82057
Fajolles;82210;82058
Faudoas;82500;82059
Fauroux;82190;82060
Feneyrols;82140;82061
Finhan;82700;82062
Garganvillar;82100;82063
Garies;82500;82064
Gasques;82400;82065
Genebrieres;82230;82066
Gensac;82120;82067
Gimat;82500;82068
Ginals;82330;82069
Glatens;82500;82070
Goas;82500;82071
Golfech;82400;82072
Goudourville;82400;82073
Gramont;82120;82074
Grisolles;82170;82075
L'Honor-De-Cos;82130;82076
Labarthe;82220;82077
Labastide-De-Penne;82240;82078
Labastide-Saint-Pierre;82370;82079
Labastide-Du-Temple;82100;82080
Labourgade;82100;82081
Lacapelle-Livron;82160;82082
Lachapelle;82120;82083
Lacour;82190;82084
Lacourt-Saint-Pierre;82290;82085
Lafitte;82100;82086
Lafrancaise;82130;82087
Laguepie;82250;82088
Lamagistere;82360;82089
Lamothe-Capdeville;82130;82090
Lamothe-Cumont;82500;82091
Lapenche;82240;82092
Larrazet;82500;82093
Lauzerte;82110;82094
Lavaurette;82240;82095
La Ville-Dieu-Du-Temple;82290;82096
Lavit;82120;82097
Leojac;82230;82098
Lizac;82200;82099
Loze;82160;82100
Malause;82200;82101
Mansonville;82120;82102
Marignac;82500;82103
Marsac;82120;82104
Mas-Grenier;82600;82105
Maubec;82500;82106
Maumusson;82120;82107
Meauzac;82290;82108
Merles;82210;82109
Mirabel;82440;82110
Miramont-De-Quercy;82190;82111
Moissac;82200;82112
Molieres;82220;82113
Monbequi;82170;82114
Monclar-De-Quercy;82230;82115
Montagudet;82110;82116
Montaigu-De-Quercy;82150;82117
Montain;82100;82118
Montalzat;82270;82119
Montastruc;82130;82120
Montauban;82000;82121
Montbarla;82110;82122
Montbartier;82700;82123
Montbeton;82290;82124
Montech;82700;82125
Monteils;82300;82126
Montesquieu;82200;82127
Montfermier;82270;82128
Montgaillard;82120;82129
Montjoi;82400;82130
Montpezat-De-Quercy;82270;82131
Montricoux;82800;82132
Mouillac;82160;82133
Negrepelisse;82800;82134
Nohic;82370;82135
Orgueil;82370;82136
Parisot;82160;82137
Perville;82400;82138
Le Pin;82340;82139
Piquecos;82130;82140
Pommevic;82400;82141
Pompignan;82170;82142
Poupas;82120;82143
Puycornet;82220;82144
Puygaillard-De-Quercy;82800;82145
Puygaillard-De-Lomagne;82120;82146
Puylagarde;82160;82147
Puylaroque;82240;82148
Realville;82440;82149
